"index","Ligand","Receptor","markers.x","Bretigea_1.x","Bretigea_2.x","CellMarker_1.x","CellMarker_2.x","PanglaoDB_1.x","PanglaoDB_2.x","HumanProteinAtlas_1.x","HumanProteinAtlas_2.x","cell_type_1.x","cell_type_2.x","Consensus.x","Score.x","markers.y","Bretigea_1.y","Bretigea_2.y","CellMarker_1.y","CellMarker_2.y","PanglaoDB_1.y","PanglaoDB_2.y","HumanProteinAtlas_1.y","HumanProteinAtlas_2.y","cell_type_1.y","cell_type_2.y","Consensus.y","Score.y","Combined","Interaction"
379,"ALCAM","CD6","ALCAM","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.35,"CD6",NA,NA,"T cell",NA,"T cell",NA,NA,NA,"Neuron","Neuron","T cell",0.24,"Oligodendrocyte-T cell","ALCAM_CD6"
381,"ALCAM","L1CAM","ALCAM","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.35,"L1CAM","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.29,"Oligodendrocyte-Neuron","ALCAM_L1CAM"
382,"CD9","L1CAM","CD9","Oligodendrocyte",NA,"Microglia",NA,"Endothelial",NA,NA,NA,"Oligodendrocyte","OPC","Oligodendrocyte",0.25,"L1CAM","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.29,"Oligodendrocyte-Neuron","CD9_L1CAM"
384,"ALCAM","NRP1","ALCAM","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.35,"NRP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.54,"Oligodendrocyte-Neuron","ALCAM_NRP1"
385,"C3","NRP1","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"NRP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.54,"Microglia-Neuron","C3_NRP1"
394,"SEMA3C","NRP1","SEMA3C",NA,NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.35,"NRP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.54,"Neuron-Neuron","SEMA3C_NRP1"
396,"SEMA3F","NRP1","SEMA3F",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia","Neuron",0.31,"NRP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.54,"Neuron-Neuron","SEMA3F_NRP1"
410,"BMP7","ACVR1","BMP7","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Astrocyte","Astrocyte",0.4,"ACVR1","Endothelial",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.57,"Astrocyte-Neuron","BMP7_ACVR1"
415,"INHBB","ACVR1","INHBB","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Neuron","Astrocyte",0.54,"ACVR1","Endothelial",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.57,"Astrocyte-Neuron","INHBB_ACVR1"
459,"BSG","SELE","BSG","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Astrocyte","Neuron","Endothelial",0.46,"SELE","Endothelial",NA,NA,NA,NA,"Endothelial",NA,NA,"Microglia","Neuron","Endothelial",0.58,"Endothelial-Endothelial","BSG_SELE"
460,"CD34","SELE","CD34","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.62,"SELE","Endothelial",NA,NA,NA,NA,"Endothelial",NA,NA,"Microglia","Neuron","Endothelial",0.58,"Endothelial-Endothelial","CD34_SELE"
461,"CD44","SELE","CD44","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.4,"SELE","Endothelial",NA,NA,NA,NA,"Endothelial",NA,NA,"Microglia","Neuron","Endothelial",0.58,"Endothelial-Endothelial","CD44_SELE"
464,"SELPLG","SELE","SELPLG","Microglia",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"SELE","Endothelial",NA,NA,NA,NA,"Endothelial",NA,NA,"Microglia","Neuron","Endothelial",0.58,"Microglia-Endothelial","SELPLG_SELE"
467,"ANXA1","FPR1","ANXA1","Endothelial",NA,"Neuron",NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.54,"FPR1","Microglia",NA,NA,NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.61,"Endothelial-Microglia","ANXA1_FPR1"
469,"GNAI2","FPR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"FPR1","Microglia",NA,NA,NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.61,"Endothelial-Microglia","GNAI2_FPR1"
470,"ANXA1","FPR2","ANXA1","Endothelial",NA,"Neuron",NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.54,"FPR2",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Neuron",0.19,"Endothelial-Neuron","ANXA1_FPR2"
475,"ANXA1","FPR3","ANXA1","Endothelial",NA,"Neuron",NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.54,"FPR3","Microglia",NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","Oligodendrocyte","Microglia",0.52,"Endothelial-Microglia","ANXA1_FPR3"
476,"HEBP1","FPR3","HEBP1","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"OPC","Oligodendrocyte","Oligodendrocyte",0.32,"FPR3","Microglia",NA,NA,"Microglia",NA,NA,NA,NA,"Microglia","Oligodendrocyte","Microglia",0.52,"Oligodendrocyte-Microglia","HEBP1_FPR3"
477,"ANXA2","ROBO4","ANXA2","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.49,"ROBO4","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Astrocyte","Microglia","Endothelial",0.48,"Endothelial-Endothelial","ANXA2_ROBO4"
478,"SLIT2","ROBO4","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"ROBO4","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Astrocyte","Microglia","Endothelial",0.48,"Neuron-Endothelial","SLIT2_ROBO4"
479,"SLIT3","ROBO4","SLIT3",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"ROBO4","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Astrocyte","Microglia","Endothelial",0.48,"Neuron-Endothelial","SLIT3_ROBO4"
480,"ANXA2","TLR2","ANXA2","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.49,"TLR2","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,NA,"Neuron","Microglia","Microglia",0.76,"Endothelial-Microglia","ANXA2_TLR2"
485,"VCAN","TLR2","VCAN","OPC",NA,"Microglia","OPC",NA,"OPC",NA,"Neuron","Neuron","Neuron","OPC",0.08,"TLR2","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,NA,"Neuron","Microglia","Microglia",0.76,"OPC-Microglia","VCAN_TLR2"
490,"APOE","LDLR","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"LDLR","Endothelial",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.69,"Astrocyte-Neuron","APOE_LDLR"
492,"LRPAP1","LDLR","LRPAP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Neuron",0.52,"LDLR","Endothelial",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.69,"Neuron-Neuron","LRPAP1_LDLR"
493,"PF4","LDLR","PF4",NA,NA,NA,NA,"Microglia",NA,NA,NA,"Neuron","Microglia","Microglia",0.22,"LDLR","Endothelial",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.69,"Microglia-Neuron","PF4_LDLR"
499,"APOE","LRP5","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"LRP5",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.19,"Astrocyte-Neuron","APOE_LRP5"
511,"APOE","SCARB1","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"SCARB1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.49,"Astrocyte-Endothelial","APOE_SCARB1"
513,"APOE","SORL1","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"SORL1","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Neuron","Oligodendrocyte","Microglia",0.75,"Astrocyte-Microglia","APOE_SORL1"
514,"LRPAP1","SORL1","LRPAP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Neuron",0.52,"SORL1","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Neuron","Oligodendrocyte","Microglia",0.75,"Neuron-Microglia","LRPAP1_SORL1"
522,"GNAI2","CAV1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CAV1","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.81,"Endothelial-Endothelial","GNAI2_CAV1"
526,"MIF","CD74","MIF",NA,NA,"Oligodendrocyte","Microglia",NA,NA,"Endothelial",NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.41,"CD74","Microglia",NA,"Microglia","Microglia","B cell","B cell",NA,NA,"Neuron","Microglia","Microglia",0.91,"Oligodendrocyte-Microglia","MIF_CD74"
529,"SLIT1","GPC1","SLIT1","Neuron",NA,NA,NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"GPC1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Neuron-Neuron","SLIT1_GPC1"
530,"SLIT2","GPC1","SLIT2","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.29,"GPC1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.19,"Neuron-Neuron","SLIT2_GPC1"
533,"PSEN1","NCSTN","PSEN1","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","OPC","Oligodendrocyte",0.22,"NCSTN",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Oligodendrocyte-Neuron","PSEN1_NCSTN"
539,"L1CAM","ERBB3","L1CAM","Neuron",NA,"Neuron","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.46,"ERBB3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,"Neuron","Neuron","OPC","Oligodendrocyte",0.31,"Neuron-Oligodendrocyte","L1CAM_ERBB3"
540,"NRG1","ERBB3","NRG1","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.37,"ERBB3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,"Neuron","Neuron","OPC","Oligodendrocyte",0.31,"Neuron-Oligodendrocyte","NRG1_ERBB3"
541,"NRG2","ERBB3","NRG2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia","Neuron",0.31,"ERBB3","Oligodendrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,"Neuron","Neuron","OPC","Oligodendrocyte",0.31,"Neuron-Oligodendrocyte","NRG2_ERBB3"
543,"GZMB","CHRM3","GZMB",NA,NA,"T cell","T cell",NA,"T cell",NA,NA,"Microglia","Oligodendrocyte","T cell",0.09,"CHRM3","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"T cell-Neuron","GZMB_CHRM3"
546,"GDNF","GFRA1","GDNF","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","OPC","Oligodendrocyte",0.22,"GFRA1","OPC",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.31,"Oligodendrocyte-Neuron","GDNF_GFRA1"
552,"GDNF","RET","GDNF","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","OPC","Oligodendrocyte",0.22,"RET","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"Oligodendrocyte-Neuron","GDNF_RET"
571,"AVP","OXTR","AVP",NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.51,"OXTR","Astrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Microglia","Neuron",0.62,"Neuron-Neuron","AVP_OXTR"
572,"OXT","OXTR","OXT",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","OPC","Neuron",0.4,"OXTR","Astrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Microglia","Neuron",0.62,"Neuron-Neuron","OXT_OXTR"
586,"BDNF","NTRK2","BDNF",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron",0.18,"NTRK2","Astrocyte",NA,"Neuron","Astrocyte",NA,NA,"Neuron","Neuron","Neuron","Oligodendrocyte","Astrocyte",0.96,"Neuron-Astrocyte","BDNF_NTRK2"
587,"NTF3","NTRK2","NTF3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.27,"NTRK2","Astrocyte",NA,"Neuron","Astrocyte",NA,NA,"Neuron","Neuron","Neuron","Oligodendrocyte","Astrocyte",0.96,"Neuron-Astrocyte","NTF3_NTRK2"
588,"BDNF","SORT1","BDNF",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron",0.18,"SORT1","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.59,"Neuron-Neuron","BDNF_SORT1"
589,"GRN","SORT1","GRN","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Microglia",0.57,"SORT1","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.59,"Microglia-Neuron","GRN_SORT1"
590,"LRPAP1","SORT1","LRPAP1",NA,NA,"Microglia",NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Neuron",0.52,"SORT1","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.59,"Neuron-Neuron","LRPAP1_SORT1"
602,"FGF3","FGFR3","FGF3",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.31,"FGFR3","Astrocyte",NA,"Astrocyte",NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","FGF3_FGFR3"
608,"FGF9","FGFR3","FGF9","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","OPC","Neuron",0.26,"FGFR3","Astrocyte",NA,"Astrocyte",NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","FGF9_FGFR3"
652,"BMP2","BMPR1B","BMP2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"OPC","Neuron","Endothelial",0.56,"BMPR1B","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"OPC","Neuron","Astrocyte",0.74,"Endothelial-Astrocyte","BMP2_BMPR1B"
655,"BMP7","BMPR1B","BMP7","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Astrocyte","Astrocyte",0.4,"BMPR1B","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"OPC","Neuron","Astrocyte",0.74,"Astrocyte-Astrocyte","BMP7_BMPR1B"
674,"BMP2","ENG","BMP2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"OPC","Neuron","Endothelial",0.56,"ENG","Endothelial",NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.58,"Endothelial-Endothelial","BMP2_ENG"
675,"BMP7","ENG","BMP7","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Astrocyte","Astrocyte",0.4,"ENG","Endothelial",NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.58,"Astrocyte-Endothelial","BMP7_ENG"
694,"BMP2","RGMB","BMP2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"OPC","Neuron","Endothelial",0.56,"RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.43,"Endothelial-Neuron","BMP2_RGMB"
696,"PDCD1LG2","RGMB","PDCD1LG2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"RGMB","Neuron",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.43,"Neuron-Neuron","PDCD1LG2_RGMB"
709,"BSG","SLC16A1","BSG","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Astrocyte","Neuron","Endothelial",0.46,"SLC16A1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"Endothelial-Endothelial","BSG_SLC16A1"
710,"BSG","SLC16A7","BSG","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Astrocyte","Neuron","Endothelial",0.46,"SLC16A7",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Oligodendrocyte","Neuron",0.3,"Endothelial-Neuron","BSG_SLC16A7"
717,"L1CAM","ERBB2","L1CAM","Neuron",NA,"Neuron","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.46,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"Neuron-Astrocyte","L1CAM_ERBB2"
718,"NRG1","ERBB2","NRG1","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.37,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"Neuron-Astrocyte","NRG1_ERBB2"
719,"SEMA4D","ERBB2","SEMA4D","Oligodendrocyte",NA,NA,NA,"Oligodendrocyte",NA,NA,"Neuron","Neuron","Neuron","Oligodendrocyte",0.2,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"Oligodendrocyte-Astrocyte","SEMA4D_ERBB2"
720,"TGFA","ERBB2","TGFA","OPC","Oligodendrocyte",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","OPC",0,"ERBB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","OPC","Astrocyte",0.47,"OPC-Astrocyte","TGFA_ERBB2"
739,"C1QA","CD33","C1QA","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.65,"CD33","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.52,"Microglia-Microglia","C1QA_CD33"
740,"C1QB","CD33","C1QB","Microglia",NA,NA,"Microglia","Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.66,"CD33","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.52,"Microglia-Microglia","C1QB_CD33"
741,"C1QA","CD93","C1QA","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.65,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Microglia-Endothelial","C1QA_CD93"
742,"COL1A1","CD93","COL1A1","Endothelial",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Microglia","Neuron",0.5,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Neuron-Endothelial","COL1A1_CD93"
744,"COL4A1","CD93","COL4A1","Endothelial",NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Neuron","Endothelial",0.65,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Endothelial-Endothelial","COL4A1_CD93"
746,"COL4A3","CD93","COL4A3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Neuron-Endothelial","COL4A3_CD93"
747,"COL4A5","CD93","COL4A5","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.23,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Oligodendrocyte-Endothelial","COL4A5_CD93"
750,"MMRN2","CD93","MMRN2","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Neuron","Neuron","Endothelial",0.62,"CD93",NA,NA,"Microglia",NA,"Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.54,"Endothelial-Endothelial","MMRN2_CD93"
751,"C1QA","CSPG4","C1QA","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.65,"CSPG4",NA,NA,NA,"OPC","OPC",NA,"Endothelial",NA,"OPC","Microglia","OPC",0.27,"Microglia-OPC","C1QA_CSPG4"
753,"C3","C3AR1","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"C3AR1","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.76,"Microglia-Microglia","C3_C3AR1"
755,"C3","CD19","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"CD19",NA,NA,"B cell",NA,"B cell","B cell",NA,NA,"Neuron","Neuron","B cell",0.4,"Microglia-B cell","C3_CD19"
756,"C3","CD46","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"CD46",NA,NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.46,"Microglia-Endothelial","C3_CD46"
757,"JAG1","CD46","JAG1",NA,NA,"Neuron","Neuron",NA,NA,"Neuron","Endothelial","Neuron","Neuron","Neuron",0.56,"CD46",NA,NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Microglia","Endothelial",0.46,"Neuron-Endothelial","JAG1_CD46"
762,"C3","ITGAM","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Microglia-Microglia","C3_ITGAM"
766,"ICAM1","ITGAM","ICAM1","Endothelial",NA,"Endothelial","NK cell","Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.74,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Endothelial-Microglia","ICAM1_ITGAM"
767,"ICAM2","ITGAM","ICAM2","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,NA,NA,"Microglia","Neuron","Endothelial",0.62,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Endothelial-Microglia","ICAM2_ITGAM"
769,"SPON2","ITGAM","SPON2",NA,NA,NA,NA,NA,"T cell","Neuron",NA,"Neuron","Microglia","Neuron",0.32,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Neuron-Microglia","SPON2_ITGAM"
770,"C3","ITGAX","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"Microglia-Microglia","C3_ITGAX"
772,"ICAM1","ITGAX","ICAM1","Endothelial",NA,"Endothelial","NK cell","Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.74,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"Endothelial-Microglia","ICAM1_ITGAX"
773,"C3","ITGB2","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Microglia-Microglia","C3_ITGB2"
777,"ICAM1","ITGB2","ICAM1","Endothelial",NA,"Endothelial","NK cell","Endothelial",NA,"Endothelial",NA,"Microglia","Neuron","Endothelial",0.74,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Endothelial-Microglia","ICAM1_ITGB2"
778,"ICAM2","ITGB2","ICAM2","Endothelial",NA,"Endothelial",NA,"Endothelial",NA,NA,NA,"Microglia","Neuron","Endothelial",0.62,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Endothelial-Microglia","ICAM2_ITGB2"
781,"ICAM5","ITGB2","ICAM5",NA,NA,NA,NA,"Neuron","Neuron",NA,"Neuron","Neuron","Neuron","Neuron",0.44,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Neuron-Microglia","ICAM5_ITGB2"
783,"SPON2","ITGB2","SPON2",NA,NA,NA,NA,NA,"T cell","Neuron",NA,"Neuron","Microglia","Neuron",0.32,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Neuron-Microglia","SPON2_ITGB2"
784,"VCAM1","ITGB2","VCAM1","Endothelial",NA,"Endothelial",NA,NA,"Endothelial",NA,NA,"Microglia","Oligodendrocyte","Endothelial",0.49,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Endothelial-Microglia","VCAM1_ITGB2"
