species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	IL1A	Endothelial cells	IL1F1|IL-1A|IL1-ALPHA|IL1	0.006	interleukin 1 alpha	protein-coding gene	1	Mesoderm	Vasculature	0	0.00130208	0.00582902	0.006749
Mm Hs	BMP2	Endothelial cells	BMP2A	0.008	bone morphogenetic protein 2	protein-coding gene	1	Mesoderm	Vasculature	0	0.0169271	0.00874352	0.00728892
Mm Hs	C1QTNF1	Endothelial cells	CTRP1|ZSIG37|FLJ90694	0.002	C1q and TNF related 1	protein-coding gene	1	Mesoderm	Vasculature	0	0.00260417	0.00388601	0.0020247
Mm Hs	PCDH12	Endothelial cells	VE-cadherin-2	0.003	protocadherin 12	protein-coding gene	1	Mesoderm	Vasculature	0.0576923	0.0729167	0	0.00013498
Mm Hs	DPP4	Endothelial cells	CD26|ADCP2	0.02	dipeptidyl peptidase 4	protein-coding gene	1	Mesoderm	Vasculature	0	0.015625	0.013601	0.0215968
Mm Hs	IGFBP7	Endothelial cells	MAC25|IGFBP-7|FSTL2	0.172	insulin like growth factor binding protein 7	protein-coding gene	1	Mesoderm	Vasculature	0.913462	0.889323	0.216321	0.125599
Mm Hs	PALMD	Endothelial cells	FLJ20271|PALML|C1orf11	0.026	palmdelphin	protein-coding gene	1	Mesoderm	Vasculature	0.461538	0.403646	0.0123057	0.00749139
Mm Hs	POSTN	Endothelial cells	OSF-2|PN|periostin	0.033	periostin	protein-coding gene	1	Mesoderm	Vasculature	0.0384615	0.0299479	0.0226684	0.0349598
Mm Hs	BMX	Endothelial cells	PSCTK3	0.003	BMX non-receptor tyrosine kinase	protein-coding gene	1	Mesoderm	Vasculature	0.125	0.0143229	0.00194301	0.00182223
Mm Hs	SLC38A5	Endothelial cells	SN2|JM24	0.02	solute carrier family 38 member 5	protein-coding gene	1	Mesoderm	Vasculature	0.0384615	0	0.0223446	0
Mm Hs	XDH	Endothelial cells	XOR|XO	0.011	xanthine dehydrogenase	protein-coding gene	1	Mesoderm	Vasculature	0	0	0.00518135	0
Mm Hs	SPARC	Endothelial cells	ON	0.307	secreted protein acidic and cysteine rich	protein-coding gene	1	Mesoderm	Vasculature	0.884615	0	0.208873	0
Mm Hs	MGLL	Endothelial cells	HU-K5|MGL	0.064	monoglyceride lipase	protein-coding gene	1	Mesoderm	Vasculature	0.307692	0.22526	0.0563472	0.0567591
Mm Hs	SLC9A3R2	Endothelial cells	TKA-1|NHERF-2|E3KARP	0.078	SLC9A3 regulator 2	protein-coding gene	1	Mesoderm	Vasculature	0.740385	0	0.0569948	0
Mm Hs	RGCC	Endothelial cells	bA157L14.2|RGC-32|RGC32|C13orf15	0.14	regulator of cell cycle	protein-coding gene	1	Mesoderm	Vasculature	0.423077	0	0.118523	0
Mm Hs	ICAM2	Endothelial cells	CD102	0.035	intercellular adhesion molecule 2	protein-coding gene	1	Mesoderm	Vasculature	0	0.611979	0	0.0128906
Mm Hs	MGP	Endothelial cells	NA	0.082	matrix Gla protein	protein-coding gene	1	Mesoderm	Vasculature	0.596154	0.166667	0.100389	0.0683674
Mm Hs	SPARCL1	Endothelial cells	MAST9	0.156	SPARC like 1	protein-coding gene	1	Mesoderm	Vasculature	0.557692	0	0.0867876	0
Mm Hs	TM4SF1	Endothelial cells	M3S1	0.118	transmembrane 4 L six family member 1	protein-coding gene	1	Mesoderm	Vasculature	0.961538	0	0.150259	0
Mm Hs	ID1	Endothelial cells	dJ857M17.1.2|bHLHb24	0.149	"inhibitor of DNA binding 1, HLH protein"	protein-coding gene	1	Mesoderm	Vasculature	0.769231	0.824219	0.190738	0.0923939
Hs	ADIRF	Endothelial cells	APM2|AFRO|C10orf116	0	adipogenesis regulatory factor	protein-coding gene	1	Mesoderm	Vasculature	NA	NA	NA	NA
Mm Hs	CD9	Endothelial cells	BA2|P24|TSPAN29|MRP-1|MIC3	0.344	CD9 molecule	protein-coding gene	1	Mesoderm	Vasculature	0.634615	0.43099	0.258744	0.362826
Mm Hs	SRPX	Endothelial cells	ETX1	0.014	sushi repeat containing protein X-linked	protein-coding gene	1	Mesoderm	Vasculature	0.221154	0	0.0139249	0
Mm Hs	ID3	Endothelial cells	HEIR-1|bHLHb25	0.245	"inhibitor of DNA binding 3, HLH protein"	protein-coding gene	1	Mesoderm	Vasculature	0.923077	0.971354	0.206282	0.203887
Mm Hs	CAV1	Endothelial cells	NA	0.077	caveolin 1	protein-coding gene	1	Mesoderm	Vasculature	0.807692	0.690104	0.0981218	0.0355673
Mm Hs	GNG11	Endothelial cells	GNGT11	0.138	G protein subunit gamma 11	protein-coding gene	1	Mesoderm	Vasculature	1	0.964844	0.0867876	0.102855
Mm Hs	HSPG2	Endothelial cells	perlecan|PRCAN|SJS1	0.042	heparan sulfate proteoglycan 2	protein-coding gene	1	Mesoderm	Vasculature	0.00961538	0.398438	0	0.03388
Hs	CCL14	Endothelial cells	HCC-1|HCC-3|NCC-2|SCYL2|CKb1|MCIF|SCYA14	0	C-C motif chemokine ligand 14	protein-coding gene	1	Mesoderm	Vasculature	0	0	0	0
Mm Hs	CLEC1B	Endothelial cells	CLEC2	0.003	C-type lectin domain family 1 member B	protein-coding gene	1	Mesoderm	Vasculature	0.00961538	0.0117188	0.000647668	0.00283458
Hs	FCN2	Endothelial cells	P35|FCNL|EBP-37|ficolin-2	0	ficolin 2	protein-coding gene	1	Mesoderm	Vasculature	0.0192308	0	0.000323834	0
Mm Hs	S100A13	Endothelial cells	NA	0.229	S100 calcium binding protein A13	protein-coding gene	1	Mesoderm	Vasculature	0.730769	0	0.146049	0
Hs	FCN3	Endothelial cells	FCNH|HAKA1	0.001	ficolin 3	protein-coding gene	1	Mesoderm	Vasculature	0.0961538	0	0.00129534	0
Mm Hs	CRHBP	Endothelial cells	CRF-BP|CRFBP	0.003	corticotropin releasing hormone binding protein	protein-coding gene	1	Mesoderm	Vasculature	0.0865385	0	0.00388601	0.00256462
Mm Hs	IFI27	Endothelial cells	P27|FAM14D|ISG12	0.15	interferon alpha inducible protein 27	protein-coding gene	1	Mesoderm	Vasculature	0.740385	0.30599	0.0835492	0.153472
Hs	CCL23	Endothelial cells	Ckb-8|MPIF-1|MIP-3|CKb8|SCYA23	0	C-C motif chemokine ligand 23	protein-coding gene	1	Mesoderm	Vasculature	0.00961538	0	0.000647668	0
Mm Hs	SGK1	Endothelial cells	SGK	0.096	serum/glucocorticoid regulated kinase 1	protein-coding gene	1	Mesoderm	Vasculature	0.211538	0	0.0440415	0
Mm Hs	DNASE1L3	Endothelial cells	DNAS1L3|LSD	0.015	deoxyribonuclease 1 like 3	protein-coding gene	1	Mesoderm	Vasculature	0.0384615	0.0703125	0.00906736	0.0134305
Mm Hs	LIFR	Endothelial cells	CD118	0.042	LIF receptor alpha	protein-coding gene	1	Mesoderm	Vasculature	0.346154	0.179688	0.0113342	0.0394817
Hs	PCAT19	Endothelial cells	LINC01190|LOC100505495	0.005	prostate cancer associated transcript 19	non-coding RNA	1	Mesoderm	Vasculature	0.75	0	0.00809585	0
Mm Hs	CDKN1C	Endothelial cells	P57|BWCR|BWS	0.097	cyclin dependent kinase inhibitor 1C	protein-coding gene	1	Mesoderm	Vasculature	0	0.354167	0.0485751	0.0958359
Mm Hs	INMT	Endothelial cells	NA	0.016	indolethylamine N-methyltransferase	protein-coding gene	1	Mesoderm	Vasculature	0.0384615	0.0325521	0.00874352	0.0158602
Mm Hs	PTGDS	Endothelial cells	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	1	Mesoderm	Vasculature	0.0769231	0.00911458	0.0576425	0.0575015
Mm Hs	TIMP3	Endothelial cells	NA	0.147	TIMP metallopeptidase inhibitor 3	protein-coding gene	1	Mesoderm	Vasculature	0.759615	0	0.140868	0
Mm Hs	GPM6A	Endothelial cells	GPM6	0.241	glycoprotein M6A	protein-coding gene	1	Mesoderm	Vasculature	0.00961538	0.0950521	0.0239637	0.306337
Mm Hs	FAM167B	Endothelial cells	MGC10820|C1orf90	0.008	family with sequence similarity 167 member B	protein-coding gene	1	Mesoderm	Vasculature	0.240385	0.135417	0.000971503	0.00060741
Mm Hs	LTC4S	Endothelial cells	MGC33147	0.037	leukotriene C4 synthase	protein-coding gene	1	Mesoderm	Vasculature	0.0961538	0.0481771	0.00485751	0.0446784
Mm Hs	STAB2	Endothelial cells	DKFZP434E0321|FELL|STAB-2|HARE|FEEL-2|SCARH1	0.003	stabilin 2	protein-coding gene	1	Mesoderm	Vasculature	0	0	0	0
Mm Hs	ITGA5	Endothelial cells (aorta)	CD49e|FNRA	0.016	integrin subunit alpha 5	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.0184837	0.0161176
Mm Hs	TMTC2	Endothelial cells (aorta)	DKFZp762A217	0.002	transmembrane and tetratricopeptide repeat containing 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00250627	0
Mm Hs	NR1D1	Endothelial cells (aorta)	ear-1|hRev|Rev-ErbAalpha|REVERBA|REVERBalpha|THRAL	0.005	nuclear receptor subfamily 1 group D member 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.333333	0.000626566	0.00642137
Mm Hs	HFE	Endothelial cells (aorta)	HLA-H	0.017	homeostatic iron regulator	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.000313283	0.0209979
Mm Hs	PKN3	Endothelial cells (aorta)	PKNbeta|UTDP4-1	0.001	protein kinase N3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.000313283	0.000321069
Mm Hs	SULT1A1	Endothelial cells (aorta)	P-PST|STP1	0.012	sulfotransferase family 1A member 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0203634	0
Mm Hs	TMTC1	Endothelial cells (aorta)	ARG99|OLF|FLJ31400|FLJ41625	0.005	transmembrane and tetratricopeptide repeat containing 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00689223	0
Mm Hs	SHE	Endothelial cells (aorta)	NA	0.006	Src homology 2 domain containing E	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00438596	0
Mm Hs	ITGBL1	Endothelial cells (aorta)	TIED	0.004	integrin subunit beta like 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.333333	0	0.00430232
Mm Hs	GRASP	Endothelial cells (aorta)	Tamalin	0.011	general receptor for phosphoinositides 1 associated scaffold protein	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0.000626566	0.0128427
Mm Hs	ENPP4	Endothelial cells (aorta)	NPP4|KIAA0879	0.01	ectonucleotide pyrophosphatase/phosphodiesterase 4	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.00156642	0.01143
Mm Hs	ARHGEF15	Endothelial cells (aorta)	KIAA0915|Vsm-RhoGEF|ARGEF15|FLJ13791|MGC44868	0.01	Rho guanine nucleotide exchange factor 15	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00125313	0.0120722
Mm Hs	TMEM184B	Endothelial cells (aorta)	HS5O6A|DKFZP586A1024|FM08|C22orf5	0.015	transmembrane protein 184B	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0159774	0
Mm Hs	FOXC2	Endothelial cells (aorta)	MFH-1|FKHL14	0.003	forkhead box C2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.333333	0.00814536	0.00218327
Mm Hs	DHH	Endothelial cells (aorta)	HHG-3|MGC35145	0.002	desert hedgehog	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0	0.0028254
Mm Hs	DENND5B	Endothelial cells (aorta)	MGC24039	0.013	DENN domain containing 5B	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.00595238	0.0147049
Mm Hs	KAZALD1	Endothelial cells (aorta)	FKSG40|FKSG28	0.009	Kazal type serine peptidase inhibitor domain 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0.000313283	0.0104668
Mm Hs	FGD5	Endothelial cells (aorta)	ZFYVE23|FLJ39957|FLJ00274	0.007	"FYVE, RhoGEF and PH domain containing 5"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.00093985	0.00815514
Mm Hs	FAS	Endothelial cells (aorta)	CD95|APO-1|FAS1|APT1|TNFRSF6	0.011	Fas cell surface death receptor	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0147243	0.0104026
Mm Hs	ITGB4	Endothelial cells (aorta)	CD104	0.013	integrin subunit beta 4	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0.0140977	0.0133565
Mm Hs	EMILIN1	Endothelial cells (aorta)	DKFZp586M121|gp115	0.028	elastin microfibril interfacer 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.0297619	0.0271624
Mm Hs	MICAL2	Endothelial cells (aorta)	KIAA0750	0.008	"microtubule associated monooxygenase, calponin and LIM domain containing 2"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0100251	0.00764143
Mm Hs	NKX2-3	Endothelial cells (aorta)	NKX2.3|CSX3|NKX4-3|NKX2C	0.003	NK2 homeobox 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.333333	0.00438596	0.00263276
Mm Hs	STXBP6	Endothelial cells (aorta)	amisyn|HSPC156	0.014	syntaxin binding protein 6	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0140977	0
Mm Hs	SYNPO	Endothelial cells (aorta)	KIAA1029	0.009	synaptopodin	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0093985	0
Mm Hs	ATP2A3	Endothelial cells (aorta)	SERCA3	0.01	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.0109649	0.00950363
Mm Hs	GIMAP4	Endothelial cells (aorta)	HIMAP4|FLJ11110|IMAP4|IAN1	0.043	"GTPase, IMAP family member 4"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.0573308	0.0398767
None	SQRDL	Endothelial cells (aorta)	NA	0.015	NA	NA	NA	Mesoderm	Vasculature	NA	NA	NA	NA
Mm Hs	CMKLR1	Endothelial cells (aorta)	RVER1	0.003	chemerin chemokine-like receptor 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0.000313283	0.0028254
Mm Hs	ITGA9	Endothelial cells (aorta)	RLC|ITGA4L|ALPHA-RLC	0.004	integrin subunit alpha 9	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0	0.00436653
Mm Hs	SMAD6	Endothelial cells (aorta)	HsT17432	0.005	SMAD family member 6	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00093985	0
Mm Hs	EFNB2	Endothelial cells (aorta)	LERK5|Htk-L|HTKL|MGC126226|MGC126227|MGC126228|EPLG5	0.016	ephrin B2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0291353	0.0136775
Mm Hs	LOX	Endothelial cells (aorta)	NA	0.017	lysyl oxidase	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0150376	0.0165029
Mm Hs	FZD4	Endothelial cells (aorta)	CD344	0.007	frizzled class receptor 4	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.000626566	0.00802671
Mm Hs	NTN1	Endothelial cells (aorta)	NTN1L	0.007	netrin 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0	0.00802671
Mm Hs	NPR1	Endothelial cells (aorta)	GUCY2A|ANPa|ANPRA|NPRA	0.009	natriuretic peptide receptor 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.0018797	0.0106595
Mm Hs	ARL4D	Endothelial cells (aorta)	ARF4L	0.014	ADP ribosylation factor like GTPase 4D	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.0363409	0.007513
Mm Hs	HEY2	Endothelial cells (aorta)	bHLHb32|HERP1|HESR2	0.004	hes related family bHLH transcription factor with YRPW motif 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.0150376	0.00102742
Mm Hs	HYAL2	Endothelial cells (aorta)	LuCa-2|LUCA2	0.031	hyaluronoglucosaminidase 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.070802	0.020741
Mm Hs	FKBP7	Endothelial cells (aorta)	FKBP23	0.031	FK506 binding protein 7	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0184837	0.0315931
Mm Hs	NXN	Endothelial cells (aorta)	FLJ12614|NRX	0.022	nucleoredoxin	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.0191103	0.0224748
Mm Hs	PDIA5	Endothelial cells (aorta)	FLJ30401	0.011	protein disulfide isomerase family A member 5	protein-coding gene	NA	Mesoderm	Vasculature	0	0.333333	0.00469925	0.0125859
Mm Hs	APH1B	Endothelial cells (aorta)	PSFL|APH-1B|DKFZp564D0372	0.007	"aph-1 homolog B, gamma-secretase subunit"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.0357143	0.00102742
Mm	GSTT1	Endothelial cells (aorta)	NA	0.022	glutathione S-transferase theta 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0	0.0274835
Mm Hs	SOX18	Endothelial cells (aorta)	NA	0.012	SRY-box 18	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0197368	0
Mm Hs	WBP1L	Endothelial cells (aorta)	FLJ20154|OPAL1|C10orf26	0.014	WW domain binding protein 1 like	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0037594	0
Mm Hs	LAMB2	Endothelial cells (aorta)	NPHS5|LAMS	0.019	laminin subunit beta 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.916667	0.0131579	0.0203557
Mm Hs	CHST12	Endothelial cells (aorta)	C4S-2|C4ST2	0.023	carbohydrate sulfotransferase 12	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0266291	0.0179798
Mm Hs	P3H3	Endothelial cells (aorta)	GRCB|HSU47926|LEPREL2	0.014	prolyl 3-hydroxylase 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.00438596	0.0166313
Mm Hs	KLK10	Endothelial cells (aorta)	NES1	0.004	kallikrein related peptidase 10	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.00219298	0.00366018
Mm Hs	MALL	Endothelial cells (aorta)	BENE	0.008	"mal, T cell differentiation protein like"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00281955	0.00886149
Mm Hs	CLEC1A	Endothelial cells (aorta)	CLEC1|MGC34328	0.007	C-type lectin domain family 1 member A	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00156642	0.007513
Mm Hs	MARVELD1	Endothelial cells (aorta)	MGC4415|GB14|FLJ23440|FLJ22343|bA548K23.8|MRVLDC1	0.007	MARVEL domain containing 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.0100251	0.00642137
Mm Hs	FAM198B	Endothelial cells (aorta)	FLJ38155|DKFZp434L142|ENED|C4orf18	0.011	family with sequence similarity 198 member B	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.00501253	0.0118795
Mm Hs	THBD	Endothelial cells (aorta)	CD141	0.022	thrombomodulin	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0131579	0
Mm Hs	NOS3	Endothelial cells (aorta)	ECNOS|eNOS	0.003	nitric oxide synthase 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00720551	0.0018622
Mm Hs	TNS2	Endothelial cells (aorta)	KIAA1075|C1-TEN|TENC1	0.007	tensin 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00313283	0
Mm Hs	ATL2	Endothelial cells (aorta)	ARL6IP2	0.013	atlastin GTPase 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00438596	0.0148976
Mm Hs	ACKR3	Endothelial cells (aorta)	GPR159|CMKOR1|CXCR7	0.01	atypical chemokine receptor 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.00657895	0.0110448
Mm Hs	COL4A4	Endothelial cells (aorta)	CA44	0.007	collagen type IV alpha 4 chain	protein-coding gene	NA	Mesoderm	Vasculature	0	0.583333	0.00250627	0.00764143
Mm Hs	CALCRL	Endothelial cells (aorta)	CGRPR|CRLR	0.017	calcitonin receptor like receptor	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0247494	0.0156681
Mm	CAR8	Endothelial cells (aorta)	NA	0.013	carbonic anhydrase 8	protein coding gene	NA	Mesoderm	Vasculature	0	0.583333	0	0.0156039
Mm Hs	COL4A3	Endothelial cells (aorta)	NA	0.006	collagen type IV alpha 3 chain	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0.000626566	0.00661401
Mm Hs	PER3	Endothelial cells (aorta)	NA	0.025	period circadian regulator 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.000313283	0.0308226
Mm Hs	STAB1	Endothelial cells (aorta)	KIAA0246|STAB-1|FEEL-1|CLEVER-1|FELE-1|FEX1|SCARH2	0.018	stabilin 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00250627	0
Mm Hs	CYP1B1	Endothelial cells (aorta)	CP1B|GLC3A	0.016	cytochrome P450 family 1 subfamily B member 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.5	0.0491855	0.00860464
Mm Hs	EPHX2	Endothelial cells (aorta)	NA	0.009	epoxide hydrolase 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.0056391	0.00963206
Mm Hs	KLK8	Endothelial cells (aorta)	HNP|TADG14|ovasin|PRSS19	0.016	kallikrein related peptidase 8	protein-coding gene	NA	Mesoderm	Vasculature	0	0.416667	0	0.0197136
None	SSFA2	Endothelial cells (aorta)	NA	0.011	NA	NA	NA	Mesoderm	Vasculature	0	0	0.0234962	0
Mm Hs	BACE2	Endothelial cells (aorta)	CEAP1|DRAP|ALP56|AEPLC	0.018	beta-secretase 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.0494987	0.011109
Mm Hs	BMP6	Endothelial cells (aorta)	VGR1|VGR	0.004	bone morphogenetic protein 6	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0	0.00391704
Mm	ADH1	Endothelial cells (aorta)	NA	0.017	alcohol dehydrogenase 1 (class I)	protein coding gene	NA	Mesoderm	Vasculature	0	0.75	0	0.0211905
Mm	H2-Q6	Endothelial cells (aorta)	NA	0.023	"histocompatibility 2, Q region locus 6"	protein coding gene	NA	Mesoderm	Vasculature	0	0.75	0	0.0272908
Mm Hs	SULF1	Endothelial cells (aorta)	KIAA1077|SULF-1|hSulf-1	0.013	sulfatase 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0175439	0
Mm Hs	CPQ	Endothelial cells (aorta)	LDP|PGCP	0.03	carboxypeptidase Q	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.0131579	0.0342259
Mm Hs	PI16	Endothelial cells (aorta)	MGC45378|dJ90K10.5|MSMBBP|CD364	0.011	peptidase inhibitor 16	protein-coding gene	NA	Mesoderm	Vasculature	0	1	0.00219298	0.0123932
Mm Hs	AMIGO2	Endothelial cells (aorta)	ALI1|DEGA	0.004	adhesion molecule with Ig like domain 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.666667	0.00250627	0.00333911
Mm Hs	PTPRJ	Endothelial cells (aorta)	DEP1|HPTPeta|CD148	0.011	"protein tyrosine phosphatase, receptor type J"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.000313283	0.0133565
Mm Hs	TRIM47	Endothelial cells (aorta)	GOA|RNF100	0.02	tripartite motif containing 47	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0137845	0
Mm Hs	LMCD1	Endothelial cells (aorta)	NA	0.01	LIM and cysteine rich domains 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0.916667	0.0253759	0.00597187
Mm Hs	PDE3A	Endothelial cells (aorta)	CGI-PDE	0.01	phosphodiesterase 3A	protein-coding gene	NA	Mesoderm	Vasculature	0	0.916667	0.000626566	0.0113658
Mm Hs	BMX	Endothelial cells (aorta)	PSCTK3	0.003	BMX non-receptor tyrosine kinase	protein-coding gene	1	Mesoderm	Vasculature	0	0.833333	0.00595238	0.00179798
Mm Hs	PROCR	Endothelial cells (aorta)	EPCR|CCD41|CD201	0.016	protein C receptor	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.0285088	0.0121364
Mm Hs	SMOC1	Endothelial cells (aorta)	NA	0.006	SPARC related modular calcium binding 1	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.00595238	0
Mm Hs	CRACR2B	Endothelial cells (aorta)	MGC45840|EFCAB4A	0.016	calcium release activated channel regulator 2B	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.00657895	0.0179798
Mm Hs	GJA5	Endothelial cells (aorta)	CX40	0.002	gap junction protein alpha 5	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.00156642	0.00102742
Mm Hs	BMP4	Endothelial cells (aorta)	BMP2B	0.019	bone morphogenetic protein 4	protein-coding gene	NA	Mesoderm	Vasculature	0	0.833333	0.0241228	0.0159892
Mm Hs	SOD3	Endothelial cells (aorta)	EC-SOD	0.027	superoxide dismutase 3	protein-coding gene	NA	Mesoderm	Vasculature	0	0	0.0614035	0
Mm Hs	ADH7	Endothelial cells (aorta)	ADH-4	0.006	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	protein-coding gene	NA	Mesoderm	Vasculature	0	0.916667	0.00438596	0.00558659
Mm Hs	PCOLCE2	Endothelial cells (aorta)	PCPE2	0.017	procollagen C-endopeptidase enhancer 2	protein-coding gene	NA	Mesoderm	Vasculature	0	0.75	0.0103383	0.0187504
Mm Hs	PTGIS	Endothelial cells (aorta)	PGIS|CYP8A1	0.019	prostaglandin I2 synthase	protein-coding gene	NA	Mesoderm	Vasculature	0	1	0.00250627	0.0213832
Mm Hs	ACE	Endothelial cells (aorta)	ACE1|CD143|DCP1	0.022	angiotensin I converting enzyme	protein-coding gene	NA	Mesoderm	Vasculature	0	1	0.0256892	0.0208695
Mm Hs	GXYLT2	Endothelial cells (aorta)	GLT8D4	0.01	glucoside xylosyltransferase 2	protein-coding gene	NA	Mesoderm	Vasculature	0	1	0.00344612	0.0102742
